name,code,rgb,detail_url,brand_descr,lrv,collection,recommendations
San Clemente Teal,730,"rgb(170, 224, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/730/san-clemente-teal,"A quintessential spa hue, this blue-green hue is both calming and invigorating.",66.73,Benjamin Moore Classics® Color Collection,
Surf City,731,"rgb(135, 209, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/731/surf-city,A vibrant shade of aqua that brings to mind iconic beach towns.,55.38,Benjamin Moore Classics® Color Collection,
Burbank Blue,732,"rgb(104, 193, 195)",https://www.benjaminmoore.com/en-us/paint-colors/color/732/burbank-blue,A saturated shade of turquoise that shows off an assured sense of style.,45.99,Benjamin Moore Classics® Color Collection,
Palm Coast Teal,733,"rgb(58, 169, 169)",https://www.benjaminmoore.com/en-us/paint-colors/color/733/palm-coast-teal,A bold teal hue punctuated with an extra dose of bright green.,33.31,Benjamin Moore Classics® Color Collection,
Tropical Teal,734,"rgb(0, 137, 138)",https://www.benjaminmoore.com/en-us/paint-colors/color/734/tropical-teal,"An intense teal rich with blue-green undertones, this unique hue inspires a fun, festive mood.",21.36,Benjamin Moore Classics® Color Collection,
Deep Sea Green,735,"rgb(37, 84, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/735/deep-sea-green,"A dark, moody teal green that suggests an evening sail in vast ocean waters.",8.9,Benjamin Moore Classics® Color Collection,
Blue Diamond,736,"rgb(182, 226, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/736/blue-diamond,A piercing light blue shot through with a touch of green.,68.93,Benjamin Moore Classics® Color Collection,
Sonoma Skies,737,"rgb(161, 217, 219)",https://www.benjaminmoore.com/en-us/paint-colors/color/737/sonoma-skies,"Clear and vibrant, this sky blue hue sets an optimistic tone.",61.97,Benjamin Moore Classics® Color Collection,
Clearlake,738,"rgb(136, 205, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/738/clearlake,An intense shade of sky blue punctuated with bright green undertones.,54.48,Benjamin Moore Classics® Color Collection,
Un-Teal We Meet Again,739,"rgb(123, 199, 203)",https://www.benjaminmoore.com/en-us/paint-colors/color/739/unteal-we-meet-again,"Lively and saturated, this aqua hue has an endearing sweetness.",50.28,Benjamin Moore Classics® Color Collection,
Harbor Side Blue,740,"rgb(92, 181, 185)",https://www.benjaminmoore.com/en-us/paint-colors/color/740/harbor-side-blue,A deep aqua hue that brings to mind quaint seaside villages.,40.31,Benjamin Moore Classics® Color Collection,
San Jose Blue,741,"rgb(44, 155, 161)",https://www.benjaminmoore.com/en-us/paint-colors/color/741/san-jose-blue,A rich turquoise hue that can go in a playful or sophisticated direction.,28.06,Benjamin Moore Classics® Color Collection,
Largo Teal,742,"rgb(35, 119, 123)",https://www.benjaminmoore.com/en-us/paint-colors/color/742/largo-teal,"Taking its cue from the diverse seascape of the Florida Keys, this deep teal green has an enigmatic quality that beckons you to explore more.",16.7,Benjamin Moore Classics® Color Collection,
Picture Perfect,743,"rgb(185, 220, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/743/picture-perfect,"A bright, crystalline blue that provokes a sentimental mood.",66.72,Benjamin Moore Classics® Color Collection,
Indigo,744,"rgb(161, 207, 215)",https://www.benjaminmoore.com/en-us/paint-colors/color/744/indigo,A classic sky blue that offers just the right amount of vibrancy.,56.97,Benjamin Moore Classics® Color Collection,
Blue Rapids,745,"rgb(149, 200, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/745/blue-rapids,A satisfying surf blue that delivers plenty of cheer and charm.,52.45,Benjamin Moore Classics® Color Collection,
Heavenly Peace,746,"rgb(134, 190, 203)",https://www.benjaminmoore.com/en-us/paint-colors/color/746/heavenly-peace,"A sweet, softly saturated sky blue that sets a comfortable, welcoming mood.",47.22,Benjamin Moore Classics® Color Collection,
Bayville Blue,747,"rgb(113, 174, 187)",https://www.benjaminmoore.com/en-us/paint-colors/color/747/bayville-blue,A muted cornflower blue heightened with a wink of green.,38.85,Benjamin Moore Classics® Color Collection,
Blue Toile,748,"rgb(85, 152, 169)",https://www.benjaminmoore.com/en-us/paint-colors/color/748/blue-toile,A classic muted blue that echoes the timeless charm of a toile pattern.,29.48,Benjamin Moore Classics® Color Collection,
Bainbridge Blue,749,"rgb(51, 103, 123)",https://www.benjaminmoore.com/en-us/paint-colors/color/749/bainbridge-blue,A rich denim blue that looks at home in both traditional and contemporary spaces.,13.92,Benjamin Moore Classics® Color Collection,
Seabrook,750,"rgb(183, 223, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/750/seabrook,"A clean, crisp blue that immediately conjures the sea.",68.46,Benjamin Moore Classics® Color Collection,
Sea Isle,751,"rgb(165, 215, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/751/sea-isle,"Bouncy and vibrant, this sky blue captures the charm and innocence of childhood.",61.73,Benjamin Moore Classics® Color Collection,
How Blue Am I?,752,"rgb(132, 197, 206)",https://www.benjaminmoore.com/en-us/paint-colors/color/752/how-blue-am-i,"Blithe and easygoing, this saturated sky blue also exhibits a dash of confidence.",49.93,Benjamin Moore Classics® Color Collection,
Santa Clara,753,"rgb(87, 171, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/753/santa-clara,"Infused with a touch of green, this intense blue brings to mind a sparkling summer lake.",36.47,Benjamin Moore Classics® Color Collection,
Wilmington Spruce,754,"rgb(50, 146, 161)",https://www.benjaminmoore.com/en-us/paint-colors/color/754/wilmington-spruce,A vivid peacock blue that shows off an easygoing sense of style.,25.7,Benjamin Moore Classics® Color Collection,
Salzburg Blue,755,"rgb(44, 131, 146)",https://www.benjaminmoore.com/en-us/paint-colors/color/755/salzburg-blue,"A touch of green brings out a more relaxed side to this deep, elegant blue.",20.99,Benjamin Moore Classics® Color Collection,
Varsity Blues,756,"rgb(34, 105, 119)",https://www.benjaminmoore.com/en-us/paint-colors/color/756/varsity-blues,"A decadent shade of teal, this unique hue pays homage to Old World elegance and also feels utterly fresh.",13.81,Benjamin Moore Classics® Color Collection,
California Breeze,757,"rgb(158, 217, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/757/california-breeze,"Radiant in tone, this sky blue shade is bursting with optimism.",63.16,Benjamin Moore Classics® Color Collection,
Rhythm and Blues,758,"rgb(138, 208, 219)",https://www.benjaminmoore.com/en-us/paint-colors/color/758/rhythm-and-blues,A vibrant sky blue that brings a pop of cheer to any space.,56.19,Benjamin Moore Classics® Color Collection,
Madison Avenue,759,"rgb(107, 192, 206)",https://www.benjaminmoore.com/en-us/paint-colors/color/759/madison-avenue,A sumptuous sky blue punctuated with an extra shot of green.,47.26,Benjamin Moore Classics® Color Collection,
Baltimore Sky,760,"rgb(69, 173, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/760/baltimore-sky,A vibrant mid-tone that captures the intense blue of a painted sky.,36.78,Benjamin Moore Classics® Color Collection,
Meridian Blue,761,"rgb(4, 147, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/761/meridian-blue,"With its dazzling intensity, this peacock blue hue brings to mind a glittering seaside town.",25.55,Benjamin Moore Classics® Color Collection,
Pacific Palisades,762,"rgb(0, 130, 153)",https://www.benjaminmoore.com/en-us/paint-colors/color/762/pacific-palisades,"A rich, unique shade of teal that shows off a confident sense of style.",20.07,Benjamin Moore Classics® Color Collection,
Coat of Arms,763,"rgb(60, 108, 122)",https://www.benjaminmoore.com/en-us/paint-colors/color/763/coat-of-arms,"A dark, smoky teal that leaves a strong impression.",14.74,Benjamin Moore Classics® Color Collection,
Crystal Springs,764,"rgb(200, 230, 234)",https://www.benjaminmoore.com/en-us/paint-colors/color/764/crystal-springs,"Capturing the crisp clarity of spring water, this light blue is like a cool breeze in any space.",74.29,Benjamin Moore Classics® Color Collection,
Skyscraper,765,"rgb(183, 223, 229)",https://www.benjaminmoore.com/en-us/paint-colors/color/765/skyscraper,"Echoing the sky on a clear, sunny day, this light blue has an expansive feeling.",68.77,Benjamin Moore Classics® Color Collection,
Delano Waters,766,"rgb(160, 214, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/766/delano-waters,"Clean and balanced, this light blue embodies the go-with-the-flow nature of water.",61.11,Benjamin Moore Classics® Color Collection,
Graceful Sea,767,"rgb(118, 194, 215)",https://www.benjaminmoore.com/en-us/paint-colors/color/767/graceful-sea,An effervescent aquamarine that inspires cheer and tranquility.,48.76,Benjamin Moore Classics® Color Collection,
Atlantis Blue,768,"rgb(84, 177, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/768/atlantis-blue,"Intense and distinctive, this aqua blue hue conjures mythical worlds lurking under the sea.",39.84,Benjamin Moore Classics® Color Collection,
Dream I Can Fly,769,"rgb(31, 160, 193)",https://www.benjaminmoore.com/en-us/paint-colors/color/769/dream-i-can-fly,"Ebullient and uncompromising, this sea blue shade brings a pop of optimism to any space.",31.24,Benjamin Moore Classics® Color Collection,
Americana,770,"rgb(0, 117, 148)",https://www.benjaminmoore.com/en-us/paint-colors/color/770/americana,A deep teal blue that captures the comfort and sophistication of a classic jean jacket.,17.22,Benjamin Moore Classics® Color Collection,
Blue Allure,771,"rgb(192, 223, 231)",https://www.benjaminmoore.com/en-us/paint-colors/color/771/blue-allure,A light blue as delicate and beautiful as fine crystal.,69.32,Benjamin Moore Classics® Color Collection,
Hawaiian Breeze,772,"rgb(171, 211, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/772/hawaiian-breeze,This powder blue hue conveys an easygoing elegance.,61.75,Benjamin Moore Classics® Color Collection,
Athenian Blue,773,"rgb(131, 184, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/773/athenian-blue,"Cheerful and breezy, this cerulean hue bottles the feeling of clear blue skies.",44.93,Benjamin Moore Classics® Color Collection,
I've Got the Blues,774,"rgb(106, 164, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/774/ive-got-the-blues,A muted medium blue that captures the distinctive hue of perfectly faded jeans.,35.23,Benjamin Moore Classics® Color Collection,
Poolside,775,"rgb(83, 148, 180)",https://www.benjaminmoore.com/en-us/paint-colors/color/775/poolside,"An intriguing, likable blue.",28.4,Benjamin Moore Classics® Color Collection,
Santa Monica Blue,776,"rgb(58, 110, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/776/santa-monica-blue,This beguiling blue evokes a distant beach at dusk.,16.08,Benjamin Moore Classics® Color Collection,
Summer Nights,777,"rgb(52, 88, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/777/summer-nights,"An ultra-dark hue with hints of blue and green, this singular shade evokes the thick expanse of a summer night sky.",10.82,Benjamin Moore Classics® Color Collection,
Skylark Song,778,"rgb(180, 219, 234)",https://www.benjaminmoore.com/en-us/paint-colors/color/778/skylark-song,"Like the clear blue sky that welcomes a songbird in the morning, this pastel hue is buoyant and breezy.",66.14,Benjamin Moore Classics® Color Collection,
Fairview Blue,779,"rgb(169, 212, 231)",https://www.benjaminmoore.com/en-us/paint-colors/color/779/fairview-blue,"Clean, crisp and soothing, this powdery blue creates a feeling of spaciousness and light in a room.",62.38,Benjamin Moore Classics® Color Collection,
Crisp Morning Air,780,"rgb(155, 206, 229)",https://www.benjaminmoore.com/en-us/paint-colors/color/780/crisp-morning-air,"This crisp, bright blue has an invigorating effect.",57.82,Benjamin Moore Classics® Color Collection,
St. Lucia Skies,781,"rgb(125, 188, 219)",https://www.benjaminmoore.com/en-us/paint-colors/color/781/st-lucia-skies,"A clean, energizing blue that conjures images of seagulls soaring through a crystal-clear Caribbean sky.",47.3,Benjamin Moore Classics® Color Collection,
Blue Belle Island,782,"rgb(94, 171, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/782/blue-belle-island,A pretty cornflower blue with a vibrant finish.,38.47,Benjamin Moore Classics® Color Collection,
Lake Tahoe,783,"rgb(66, 152, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/783/lake-tahoe,"Evoking the alluring stillness of a lake in the morning, this cerulean blue is both restful and rejuvenating.",30.35,Benjamin Moore Classics® Color Collection,
Blue Macaw,784,"rgb(36, 116, 163)",https://www.benjaminmoore.com/en-us/paint-colors/color/784/blue-macaw,"Just saturated enough, this dazzling sapphire blue is soulful and satisfying.",18.2,Benjamin Moore Classics® Color Collection,
Morning Glory,785,"rgb(183, 221, 235)",https://www.benjaminmoore.com/en-us/paint-colors/color/785/morning-glory,"A bright, crisp blue that awakens the senses like the morning light.",68.06,Benjamin Moore Classics® Color Collection,
Highland Breeze,786,"rgb(164, 212, 236)",https://www.benjaminmoore.com/en-us/paint-colors/color/786/highland-breeze,"Cleansing and energizing, this sky blue evokes the feeling of looking out onto a vast ocean from a mountaintop vista.",61.42,Benjamin Moore Classics® Color Collection,
Grandma's Sweater,787,"rgb(148, 204, 231)",https://www.benjaminmoore.com/en-us/paint-colors/color/787/grandmas-sweater,A charming baby blue as comfortable and effortlessly stylish as slipping into your favorite vintage cardigan.,56.31,Benjamin Moore Classics® Color Collection,
Aquarius,788,"rgb(123, 189, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/788/aquarius,"Pretty and pristine, this watery blue echoes the sparkling stillness of a lake on a calm summer day.",47.42,Benjamin Moore Classics® Color Collection,
Sea to Shining Sea,789,"rgb(109, 180, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/789/sea-to-shining-sea,A spirited yet soothing blue that captures a classic maritime feel.,43.84,Benjamin Moore Classics® Color Collection,
Bayberry Blue,790,"rgb(63, 157, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/790/bayberry-blue,"Captivating and carefree, this cerulean blue provokes delight wherever it's used.",33.08,Benjamin Moore Classics® Color Collection,
Paddington Blue,791,"rgb(19, 105, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/791/paddington-blue,"Classic and steadfast, this primary blue has a sense of buoyancy that keeps it looking fresh and modern.",16.01,Benjamin Moore Classics® Color Collection,
Mystical Blue,792,"rgb(204, 227, 235)",https://www.benjaminmoore.com/en-us/paint-colors/color/792/mystical-blue,"A light, silvery blue as delicate and graceful as a glass slipper.",72.52,Benjamin Moore Classics® Color Collection,
Watercolor Blue,793,"rgb(185, 217, 231)",https://www.benjaminmoore.com/en-us/paint-colors/color/793/watercolor-blue,"Like a gentle stroke of watercolor, a soft wash of blue lingers in this pastel hue.",66.2,Benjamin Moore Classics® Color Collection,
Paradise View,794,"rgb(174, 211, 229)",https://www.benjaminmoore.com/en-us/paint-colors/color/794/paradise-view,"Light and breezy, this powdery blue is like a balm to the senses.",61.65,Benjamin Moore Classics® Color Collection,
Faded Denim,795,"rgb(151, 195, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/795/faded-denim,A vibrant powder blue that perfectly captures the relaxed energy of a summer day.,51.55,Benjamin Moore Classics® Color Collection,
Nova Scotia Blue,796,"rgb(107, 163, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/796/nova-scotia-blue,A timeless cornflower blue that brings to mind quaint cottages by the sea.,36.26,Benjamin Moore Classics® Color Collection,
Athens Blue,797,"rgb(61, 116, 172)",https://www.benjaminmoore.com/en-us/paint-colors/color/797/athens-blue,A mid-tone blue with a classic touch.,18.7,Benjamin Moore Classics® Color Collection,
Blue Suede Shoes,798,"rgb(47, 86, 136)",https://www.benjaminmoore.com/en-us/paint-colors/color/798/blue-suede-shoes,A rich blue that brings to mind sumptuous velvets and silks.,11.51,Benjamin Moore Classics® Color Collection,
Mediterranean Breeze,799,"rgb(183, 212, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/799/mediterranean-breeze,A pleasing powder blue that conjures the relaxed elegance of breakfast by the Mediterranean Sea.,62.31,Benjamin Moore Classics® Color Collection,
Palatial Skies,800,"rgb(165, 200, 221)",https://www.benjaminmoore.com/en-us/paint-colors/color/800/palatial-skies,A soft periwinkle blue that has the expansive feeling of clear blue skies.,54.73,Benjamin Moore Classics® Color Collection,
Blue Bayou,801,"rgb(146, 186, 212)",https://www.benjaminmoore.com/en-us/paint-colors/color/801/blue-bayou,"A powdery blue with a romantic, nostalgic quality.",46.9,Benjamin Moore Classics® Color Collection,
San Francisco Bay,802,"rgb(121, 167, 197)",https://www.benjaminmoore.com/en-us/paint-colors/color/802/san-francisco-bay,A medium blue that is reminiscent of a classic chambray shirt.,37.76,Benjamin Moore Classics® Color Collection,
Lazy Sunday,803,"rgb(94, 143, 182)",https://www.benjaminmoore.com/en-us/paint-colors/color/803/lazy-sunday,"With its gently faded cast, this bewitching blue conveys a cool, easygoing feeling.",27.15,Benjamin Moore Classics® Color Collection,
Chicago Blues,804,"rgb(64, 114, 156)",https://www.benjaminmoore.com/en-us/paint-colors/color/804/chicago-blues,This feel-good blue has classic charm.,17.6,Benjamin Moore Classics® Color Collection,
New York State of Mind,805,"rgb(53, 84, 115)",https://www.benjaminmoore.com/en-us/paint-colors/color/805/new-york-state-of-mind,A classic navy blue beloved for its ability to go from bold to understated.,10.51,Benjamin Moore Classics® Color Collection,
Breath of Fresh Air,806,"rgb(201, 221, 229)",https://www.benjaminmoore.com/en-us/paint-colors/color/806/breath-of-fresh-air,"Like an exhale, this light blue provides soothing relief.",69.09,Benjamin Moore Classics® Color Collection,
Soft Sky,807,"rgb(193, 215, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/807/soft-sky,"With its slightly washed-out cast, this gray-tinged blue exudes cool and calm.",65.79,Benjamin Moore Classics® Color Collection,
Sapphire Ice,808,"rgb(161, 191, 213)",https://www.benjaminmoore.com/en-us/paint-colors/color/808/sapphire-ice,"A clean, straightforward powder blue that can quietly accent a room.",50.43,Benjamin Moore Classics® Color Collection,
Soft Jazz,809,"rgb(129, 165, 192)",https://www.benjaminmoore.com/en-us/paint-colors/color/809/soft-jazz,"A cornflower blue with a fluid, easygoing, utterly cool sensibility.",37.08,Benjamin Moore Classics® Color Collection,
Blue Dragon,810,"rgb(107, 141, 179)",https://www.benjaminmoore.com/en-us/paint-colors/color/810/blue-dragon,"Accented with a drop of violet, this beautifully balanced blue refreshes a space like an ocean breeze.",27.63,Benjamin Moore Classics® Color Collection,
Old Glory,811,"rgb(57, 105, 152)",https://www.benjaminmoore.com/en-us/paint-colors/color/811/old-glory,"A true-blue favorite, this deep azure feels immediately familiar and reassuring.",15.93,Benjamin Moore Classics® Color Collection,
Blueberry Hill,812,"rgb(51, 81, 131)",https://www.benjaminmoore.com/en-us/paint-colors/color/812/blueberry-hill,"Infused with a touch of violet, this deep blue is reminiscent of picking sun-ripened berries on a warm day.",9.76,Benjamin Moore Classics® Color Collection,
Sweet Bluette,813,"rgb(215, 229, 235)",https://www.benjaminmoore.com/en-us/paint-colors/color/813/sweet-bluette,A faint yet crisp versatile blue.,76.19,Benjamin Moore Classics® Color Collection,
Jet Stream,814,"rgb(192, 215, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/814/jet-stream,A buoyant sky blue distinguished by a touch of lilac.,65.84,Benjamin Moore Classics® Color Collection,
Swiss Blue,815,"rgb(163, 193, 227)",https://www.benjaminmoore.com/en-us/paint-colors/color/815/swiss-blue,Soft purple undertones bring an elegant touch to this breezy periwinkle blue.,52.96,Benjamin Moore Classics® Color Collection,
Aqua Marina,816,"rgb(141, 173, 217)",https://www.benjaminmoore.com/en-us/paint-colors/color/816/aqua-marina,"A bright, crisp periwinkle reminiscent of the first vibrant signs of spring.",42.72,Benjamin Moore Classics® Color Collection,
Brazilian Blue,817,"rgb(110, 148, 204)",https://www.benjaminmoore.com/en-us/paint-colors/color/817/brazilian-blue,An intriguing cornflower blue with violet depths.,31.69,Benjamin Moore Classics® Color Collection,
Watertown,818,"rgb(91, 126, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/818/watertown,A striking French blue that recalls the delightful sights of Provence.,22.6,Benjamin Moore Classics® Color Collection,
Southern Belle,819,"rgb(65, 84, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/819/southern-belle,A stunning ultramarine hue reminiscent of a dramatic field of bluebells.,11.62,Benjamin Moore Classics® Color Collection,
Misty Blue,820,"rgb(199, 213, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/820/misty-blue,"A crisp, icy blue finished off with a drop of lavender.",65.83,Benjamin Moore Classics® Color Collection,
Blue Ice,821,"rgb(186, 203, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/821/blue-ice,A charming periwinkle hue that dips slightly into lilac.,58.96,Benjamin Moore Classics® Color Collection,
Riviera Azure,822,"rgb(157, 178, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/822/riviera-azure,A muted periwinkle blue that conjures a misty morning at the beach.,44.82,Benjamin Moore Classics® Color Collection,
Steel Blue,823,"rgb(135, 158, 191)",https://www.benjaminmoore.com/en-us/paint-colors/color/823/steel-blue,A medium blue with hints of violet.,35.27,Benjamin Moore Classics® Color Collection,
Yin Yang,824,"rgb(106, 130, 168)",https://www.benjaminmoore.com/en-us/paint-colors/color/824/yin-yang,An intriguing blue infused with smoky violet undertones.,23.2,Benjamin Moore Classics® Color Collection,
Blue Nova,825,"rgb(91, 109, 146)",https://www.benjaminmoore.com/en-us/paint-colors/color/825/blue-nova,"Violet and blue come together in this elevated, sumptuous hue.",16.98,Benjamin Moore Classics® Color Collection,
Stunning,826,"rgb(65, 74, 98)",https://www.benjaminmoore.com/en-us/paint-colors/color/826/stunning,A dark sapphire blue that sparkles with violet undertones.,8.37,Benjamin Moore Classics® Color Collection,
Lake Placid,827,"rgb(197, 211, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/827/lake-placid,"Soothed by hints of violet and gray, this pale blue evokes the cool serenity of a winter lake.",64.8,Benjamin Moore Classics® Color Collection,
Airway,828,"rgb(180, 197, 215)",https://www.benjaminmoore.com/en-us/paint-colors/color/828/airway,"Balancing blue and violet, this crisp periwinkle has a light-as-air feeling.",54.99,Benjamin Moore Classics® Color Collection,
Sunrise,829,"rgb(165, 183, 205)",https://www.benjaminmoore.com/en-us/paint-colors/color/829/sunrise,A balanced hue with a mix of blue and violet.,47.96,Benjamin Moore Classics® Color Collection,
Harlequin Blue,830,"rgb(147, 166, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/830/harlequin-blue,A grayish blue infused with a hint of purple.,38.31,Benjamin Moore Classics® Color Collection,
Stratford Blue,831,"rgb(118, 133, 161)",https://www.benjaminmoore.com/en-us/paint-colors/color/831/stratford-blue,"Infused with smoky violet undertones, this moody blue captures an element of fantasy.",25.1,Benjamin Moore Classics® Color Collection,
Blue Heron,832,"rgb(92, 106, 133)",https://www.benjaminmoore.com/en-us/paint-colors/color/832/blue-heron,A velvety violet-blue softly faded with a touch of gray.,15.77,Benjamin Moore Classics® Color Collection,
Evening Sky,833,"rgb(70, 73, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/833/evening-sky,"Like the darkening sky, this intriguing hue blends obsidian and midnight blue.",7.35,Benjamin Moore Classics® Color Collection,
Bright and Early,834,"rgb(195, 216, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/834/bright-and-early,"Cool and slightly shaded, this pale blue echoes the relaxing energy of early spring.",66.31,Benjamin Moore Classics® Color Collection,
Grand Rapids,835,"rgb(186, 209, 220)",https://www.benjaminmoore.com/en-us/paint-colors/color/835/grand-rapids,"A breezy, buoyant blue that refreshes like a cool splash of water.",61.6,Benjamin Moore Classics® Color Collection,
Sea View,836,"rgb(173, 198, 212)",https://www.benjaminmoore.com/en-us/paint-colors/color/836/sea-view,"A muted chambray blue as pleasant and welcoming as an ocean view on a calm, partly cloudy day.",54.7,Benjamin Moore Classics® Color Collection,
Sheer Romance,837,"rgb(154, 180, 199)",https://www.benjaminmoore.com/en-us/paint-colors/color/837/sheer-romance,A touch of gray diffuses and lends buoyancy to this crystalline blue.,44.6,Benjamin Moore Classics® Color Collection,
Denim Wash,838,"rgb(133, 160, 182)",https://www.benjaminmoore.com/en-us/paint-colors/color/838/denim-wash,A dark chambray blue faded to a comfortable finish.,35.17,Benjamin Moore Classics® Color Collection,
Old Blue Jeans,839,"rgb(107, 137, 163)",https://www.benjaminmoore.com/en-us/paint-colors/color/839/old-blue-jeans,"Like a favorite pair of jeans, this darkened cornflower blue is perfectly faded to a comfortable, effortlessly stylish finish.",25.34,Benjamin Moore Classics® Color Collection,
Kensington Blue,840,"rgb(75, 90, 113)",https://www.benjaminmoore.com/en-us/paint-colors/color/840/kensington-blue,A classic navy blue that brings a sense of refinement to any space.,11.97,Benjamin Moore Classics® Color Collection,
Snow Angel,841,"rgb(234, 240, 233)",https://www.benjaminmoore.com/en-us/paint-colors/color/841/snow-angel,"A bright, optical hue with a frosty blue undertone.",83.34,Benjamin Moore Classics® Color Collection,
Green Cast,842,"rgb(217, 231, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/842/green-cast,"True to its name, this ultra-light hue emanates a cool green glow.",76.66,Benjamin Moore Classics® Color Collection,
Taffeta Green,843,"rgb(211, 230, 221)",https://www.benjaminmoore.com/en-us/paint-colors/color/843/taffeta-green,A pale yet bright green reminiscent of crisp taffeta drapes hanging in an elegant Rococo-style parlor.,75.05,Benjamin Moore Classics® Color Collection,
Aloe Vera,844,"rgb(238, 242, 235)",https://www.benjaminmoore.com/en-us/paint-colors/color/844/aloe-vera,"A bright, clean hue with the barest hint of cool undertone.",85.34,Benjamin Moore Classics® Color Collection,
Emerald Vapor,845,"rgb(227, 238, 232)",https://www.benjaminmoore.com/en-us/paint-colors/color/845/emerald-vapor,A touch of bright mint green colors this barely-there hue.,82.13,Benjamin Moore Classics® Color Collection,
Come Sail Away,846,"rgb(221, 234, 228)",https://www.benjaminmoore.com/en-us/paint-colors/color/846/come-sail-away,"With its wink of sky blue, this frothy mint is as light and breezy as they come.",77.75,Benjamin Moore Classics® Color Collection,
Sweet Dreams,847,"rgb(214, 231, 226)",https://www.benjaminmoore.com/en-us/paint-colors/color/847/sweet-dreams,"The gentlest shade of blue-green, this ultra-light hue conveys a sweet, innocent charm.",75.75,Benjamin Moore Classics® Color Collection,
Lakeshore Green,848,"rgb(216, 235, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/848/lakeshore-green,A pale hue beaming with mint green tones.,77.69,Benjamin Moore Classics® Color Collection,
Carried Away,849,"rgb(217, 237, 225)",https://www.benjaminmoore.com/en-us/paint-colors/color/849/carried-away,Crisp green tones define this light-as-air hue.,79.26,Benjamin Moore Classics® Color Collection,
Reflection,850,"rgb(212, 235, 218)",https://www.benjaminmoore.com/en-us/paint-colors/color/850/reflection,A delicate hue colored by a glint of mint green.,76.35,Benjamin Moore Classics® Color Collection,
Tint of Mint,851,"rgb(234, 239, 223)",https://www.benjaminmoore.com/en-us/paint-colors/color/851/tint-of-mint,A wink of green invigorates this refreshing hue.,81.68,Benjamin Moore Classics® Color Collection,
Appalachian Green,852,"rgb(231, 237, 217)",https://www.benjaminmoore.com/en-us/paint-colors/color/852/appalachian-green,"Offering the slightest hint of aloe green, this gentle hue can go a long way to refresh a space.",79.88,Benjamin Moore Classics® Color Collection,
Green Essence,853,"rgb(227, 236, 217)",https://www.benjaminmoore.com/en-us/paint-colors/color/853/green-essence,"Colored by the smallest drop of green, this delicate hue refreshes and awakens like your favorite springtime fragrance.",79.96,Benjamin Moore Classics® Color Collection,
Sleeping Angel,854,"rgb(225, 235, 213)",https://www.benjaminmoore.com/en-us/paint-colors/color/854/sleeping-angel,A whisper of pistachio green peeks through in this pale pastel.,78.83,Benjamin Moore Classics® Color Collection,
Cloud Cover,855,"rgb(233, 232, 224)",https://www.benjaminmoore.com/en-us/paint-colors/color/855/cloud-cover,A go-to white subtly shaded with a touch of gray.,80.28,Benjamin Moore Classics® Color Collection,
Silver Satin,856,"rgb(227, 226, 218)",https://www.benjaminmoore.com/en-us/paint-colors/color/856/silver-satin,Crisp gray undertones define this sleek shade of white.,74.9,Benjamin Moore Classics® Color Collection,
